,endTime,artistName,trackName,msPlayed,artist_and_song,energy,loudness,danceability,genres
69,2021-03-14 01:32,Phoebe Bridgers,Friday I’m In Love - Recorded at Spotify Studios NYC,220812,Phoebe Bridgers - Friday I’m In Love - Recorded at Spotify Studios NYC,0.123,-15.193,0.448,indie pop
69,2021-03-14 01:32,Phoebe Bridgers,Friday I’m In Love - Recorded at Spotify Studios NYC,220812,Phoebe Bridgers - Friday I’m In Love - Recorded at Spotify Studios NYC,0.123,-15.193,0.448,la indie
70,2021-03-14 01:36,Phoebe Bridgers,Garden Song,219681,Phoebe Bridgers - Garden Song,0.274,-16.649,0.426,indie pop
70,2021-03-14 01:36,Phoebe Bridgers,Garden Song,219681,Phoebe Bridgers - Garden Song,0.274,-16.649,0.426,la indie
71,2021-03-14 01:39,Faye Webster,Kingston,202160,Faye Webster - Kingston,0.355,-9.13,0.73,art pop
71,2021-03-14 01:39,Faye Webster,Kingston,202160,Faye Webster - Kingston,0.355,-9.13,0.73,atlanta indie
71,2021-03-14 01:39,Faye Webster,Kingston,202160,Faye Webster - Kingston,0.355,-9.13,0.73,indie pop
72,2021-03-14 01:42,Moses Sumney,Make Out in My Car - Sufjan Stevens Version,166880,Moses Sumney - Make Out in My Car - Sufjan Stevens Version,0.379,-11.655,0.547,alternative r&b
72,2021-03-14 01:42,Moses Sumney,Make Out in My Car - Sufjan Stevens Version,166880,Moses Sumney - Make Out in My Car - Sufjan Stevens Version,0.379,-11.655,0.547,art pop
72,2021-03-14 01:42,Moses Sumney,Make Out in My Car - Sufjan Stevens Version,166880,Moses Sumney - Make Out in My Car - Sufjan Stevens Version,0.379,-11.655,0.547,escape room
72,2021-03-14 01:42,Moses Sumney,Make Out in My Car - Sufjan Stevens Version,166880,Moses Sumney - Make Out in My Car - Sufjan Stevens Version,0.379,-11.655,0.547,indie soul
72,2021-03-14 01:42,Moses Sumney,Make Out in My Car - Sufjan Stevens Version,166880,Moses Sumney - Make Out in My Car - Sufjan Stevens Version,0.379,-11.655,0.547,la pop
73,2021-03-14 01:46,Phoebe Bridgers,Motion Sickness,229760,Phoebe Bridgers - Motion Sickness,0.546,-9.021,0.651,indie pop
73,2021-03-14 01:46,Phoebe Bridgers,Motion Sickness,229760,Phoebe Bridgers - Motion Sickness,0.546,-9.021,0.651,la indie
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,art pop
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,chamber pop
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,chamber psych
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,chillwave
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,electropop
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,experimental pop
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,indie pop
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,indie rock
74,2021-03-14 01:51,Perfume Genius,On the Floor,303600,Perfume Genius - On the Floor,0.727,-6.001,0.412,seattle indie
75,2021-03-14 01:54,Japanese Breakfast,Be Sweet,195370,Japanese Breakfast - Be Sweet,0.877,-5.82,0.653,art pop
75,2021-03-14 01:54,Japanese Breakfast,Be Sweet,195370,Japanese Breakfast - Be Sweet,0.877,-5.82,0.653,eugene indie
75,2021-03-14 01:54,Japanese Breakfast,Be Sweet,195370,Japanese Breakfast - Be Sweet,0.877,-5.82,0.653,indie pop
75,2021-03-14 01:54,Japanese Breakfast,Be Sweet,195370,Japanese Breakfast - Be Sweet,0.877,-5.82,0.653,philly indie
76,2021-03-14 01:58,Julien Baker,Souvenir,212467,Julien Baker - Souvenir,0.299,-11.192,0.605,ambient folk
76,2021-03-14 01:58,Julien Baker,Souvenir,212467,Julien Baker - Souvenir,0.299,-11.192,0.605,art pop
76,2021-03-14 01:58,Julien Baker,Souvenir,212467,Julien Baker - Souvenir,0.299,-11.192,0.605,indie pop
76,2021-03-14 01:58,Julien Baker,Souvenir,212467,Julien Baker - Souvenir,0.299,-11.192,0.605,indie rock
77,2021-03-14 02:03,Car Seat Headrest,Sober to Death,304427,Car Seat Headrest - Sober to Death,0.543,-6.857,0.512,alternative rock
77,2021-03-14 02:03,Car Seat Headrest,Sober to Death,304427,Car Seat Headrest - Sober to Death,0.543,-6.857,0.512,indie pop
77,2021-03-14 02:03,Car Seat Headrest,Sober to Death,304427,Car Seat Headrest - Sober to Death,0.543,-6.857,0.512,indie rock
78,2021-03-14 02:05,Frankie Cosmos,Fool,124021,Frankie Cosmos - Fool,0.435,-10.254,0.511,bedroom pop
78,2021-03-14 02:05,Frankie Cosmos,Fool,124021,Frankie Cosmos - Fool,0.435,-10.254,0.511,bubblegrunge
78,2021-03-14 02:05,Frankie Cosmos,Fool,124021,Frankie Cosmos - Fool,0.435,-10.254,0.511,indie garage rock
78,2021-03-14 02:05,Frankie Cosmos,Fool,124021,Frankie Cosmos - Fool,0.435,-10.254,0.511,indie pop
79,2021-03-14 02:08,Big Thief,Paul,183894,Big Thief - Paul,0.263,-11.541,0.446,art pop
79,2021-03-14 02:08,Big Thief,Paul,183894,Big Thief - Paul,0.263,-11.541,0.446,brooklyn indie
79,2021-03-14 02:08,Big Thief,Paul,183894,Big Thief - Paul,0.263,-11.541,0.446,indie folk
79,2021-03-14 02:08,Big Thief,Paul,183894,Big Thief - Paul,0.263,-11.541,0.446,indie pop
79,2021-03-14 02:08,Big Thief,Paul,183894,Big Thief - Paul,0.263,-11.541,0.446,indie rock
79,2021-03-14 02:08,Big Thief,Paul,183894,Big Thief - Paul,0.263,-11.541,0.446,small room
80,2021-03-14 02:10,beabadoobee,Coffee,126824,beabadoobee - Coffee,0.137,-18.208,0.532,bedroom pop
80,2021-03-14 02:10,beabadoobee,Coffee,126824,beabadoobee - Coffee,0.137,-18.208,0.532,bubblegrunge
80,2021-03-14 02:10,beabadoobee,Coffee,126824,beabadoobee - Coffee,0.137,-18.208,0.532,indie pop
81,2021-03-14 02:14,Field Medic,uuu,211394,Field Medic - uuu,0.403,-7.076,0.531,bubblegrunge
81,2021-03-14 02:14,Field Medic,uuu,211394,Field Medic - uuu,0.403,-7.076,0.531,indie pop
81,2021-03-14 02:14,Field Medic,uuu,211394,Field Medic - uuu,0.403,-7.076,0.531,lo-fi indie
81,2021-03-14 02:14,Field Medic,uuu,211394,Field Medic - uuu,0.403,-7.076,0.531,small room
82,2021-03-14 02:17,Phoebe Bridgers,Kyoto,184524,Phoebe Bridgers - Kyoto,0.749,-6.889,0.6,indie pop
82,2021-03-14 02:17,Phoebe Bridgers,Kyoto,184524,Phoebe Bridgers - Kyoto,0.749,-6.889,0.6,la indie
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,art pop
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,chamber pop
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,chamber psych
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,chillwave
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,electropop
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,experimental pop
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,indie pop
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,indie rock
83,2021-03-14 02:20,Perfume Genius,Jason,185826,Perfume Genius - Jason,0.324,-7.6,0.34,seattle indie
84,2021-03-14 02:23,Julien Baker,Me & My Dog,206465,Julien Baker - Me & My Dog,0.509,-9.051,0.487,ambient folk
84,2021-03-14 02:23,Julien Baker,Me & My Dog,206465,Julien Baker - Me & My Dog,0.509,-9.051,0.487,art pop
84,2021-03-14 02:23,Julien Baker,Me & My Dog,206465,Julien Baker - Me & My Dog,0.509,-9.051,0.487,indie pop
84,2021-03-14 02:23,Julien Baker,Me & My Dog,206465,Julien Baker - Me & My Dog,0.509,-9.051,0.487,indie rock
85,2021-03-14 02:24,Phoebe Bridgers,Punisher,43396,Phoebe Bridgers - Punisher,0.227,-12.803,0.32,indie pop
85,2021-03-14 02:24,Phoebe Bridgers,Punisher,43396,Phoebe Bridgers - Punisher,0.227,-12.803,0.32,la indie
86,2021-03-14 02:28,Vulfpeck,Something,236149,Vulfpeck - Something,0.351,-15.132,0.513,ann arbor indie
86,2021-03-14 02:28,Vulfpeck,Something,236149,Vulfpeck - Something,0.351,-15.132,0.513,funk rock
86,2021-03-14 02:28,Vulfpeck,Something,236149,Vulfpeck - Something,0.351,-15.132,0.513,instrumental funk
87,2021-03-14 02:32,Gabriel Garzón-Montano,Crawl,230460,Gabriel Garzón-Montano - Crawl,0.408,-10.144,0.893,alternative r&b
87,2021-03-14 02:32,Gabriel Garzón-Montano,Crawl,230460,Gabriel Garzón-Montano - Crawl,0.408,-10.144,0.893,indie jazz
87,2021-03-14 02:32,Gabriel Garzón-Montano,Crawl,230460,Gabriel Garzón-Montano - Crawl,0.408,-10.144,0.893,indie soul
88,2021-03-14 02:36,Dent May,Take Me To Heaven,268653,Dent May - Take Me To Heaven,0.57,-5.105,0.531,indie fuzzpop
88,2021-03-14 02:36,Dent May,Take Me To Heaven,268653,Dent May - Take Me To Heaven,0.57,-5.105,0.531,mississippi indie
89,2021-03-14 02:41,Bobby Caldwell,What You Won't Do for Love,286493,Bobby Caldwell - What You Won't Do for Love,0.396,-16.843,0.642,yacht rock
90,2021-03-14 02:45,Anthony Wilson,Barry's Tune,261840,Anthony Wilson - Barry's Tune,0.493,-7.844,0.607,jazz guitar
91,2021-03-14 02:49,infinite bisous,Teen Sex,237998,infinite bisous - Teen Sex,0.262,-11.891,0.706,indie garage rock
92,2021-03-14 02:53,Langhorne Slim,Alligator Girl,239960,Langhorne Slim - Alligator Girl,0.296,-10.46,0.522,anti-folk
92,2021-03-14 02:53,Langhorne Slim,Alligator Girl,239960,Langhorne Slim - Alligator Girl,0.296,-10.46,0.522,deep new americana
92,2021-03-14 02:53,Langhorne Slim,Alligator Girl,239960,Langhorne Slim - Alligator Girl,0.296,-10.46,0.522,indie folk
92,2021-03-14 02:53,Langhorne Slim,Alligator Girl,239960,Langhorne Slim - Alligator Girl,0.296,-10.46,0.522,modern folk rock
92,2021-03-14 02:53,Langhorne Slim,Alligator Girl,239960,Langhorne Slim - Alligator Girl,0.296,-10.46,0.522,new americana
92,2021-03-14 02:53,Langhorne Slim,Alligator Girl,239960,Langhorne Slim - Alligator Girl,0.296,-10.46,0.522,stomp and holler
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,album rock
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,art rock
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,beatlesque
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,classic rock
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,folk rock
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,mellow gold
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,rock
93,2021-03-14 02:58,Wings,Love Is Strange - Remastered 2018,290453,Wings - Love Is Strange - Remastered 2018,0.447,-9.924,0.821,soft rock
94,2021-03-14 03:00,Jealous of the Birds,Marcus,112826,Jealous of the Birds - Marcus,0.244,-14.736,0.641,northern irish indie
96,2021-03-14 03:05,Ohmme,Icon,197799,Ohmme - Icon,0.536,-10.407,0.663,alternative americana
97,2021-03-14 03:08,Mild High Club,You and Me,208285,Mild High Club - You and Me,0.474,-7.815,0.561,indie garage rock
97,2021-03-14 03:08,Mild High Club,You and Me,208285,Mild High Club - You and Me,0.474,-7.815,0.561,neo-psychedelic
98,2021-03-14 03:11,Dr. Dog,Nellie,1642,Dr. Dog - Nellie,0.526,-9.936,0.506,indie folk
98,2021-03-14 03:11,Dr. Dog,Nellie,1642,Dr. Dog - Nellie,0.526,-9.936,0.506,indie rock
98,2021-03-14 03:11,Dr. Dog,Nellie,1642,Dr. Dog - Nellie,0.526,-9.936,0.506,modern folk rock
98,2021-03-14 03:11,Dr. Dog,Nellie,1642,Dr. Dog - Nellie,0.526,-9.936,0.506,modern rock
98,2021-03-14 03:11,Dr. Dog,Nellie,1642,Dr. Dog - Nellie,0.526,-9.936,0.506,philly indie
98,2021-03-14 03:11,Dr. Dog,Nellie,1642,Dr. Dog - Nellie,0.526,-9.936,0.506,stomp and holler
99,2021-03-14 03:11,Jeff Rosenstock,Planet Luxury,16198,Jeff Rosenstock - Planet Luxury,0.994,-4.572,0.321,alternative emo
99,2021-03-14 03:11,Jeff Rosenstock,Planet Luxury,16198,Jeff Rosenstock - Planet Luxury,0.994,-4.572,0.321,bubblegrunge
99,2021-03-14 03:11,Jeff Rosenstock,Planet Luxury,16198,Jeff Rosenstock - Planet Luxury,0.994,-4.572,0.321,emo
99,2021-03-14 03:11,Jeff Rosenstock,Planet Luxury,16198,Jeff Rosenstock - Planet Luxury,0.994,-4.572,0.321,folk punk
99,2021-03-14 03:11,Jeff Rosenstock,Planet Luxury,16198,Jeff Rosenstock - Planet Luxury,0.994,-4.572,0.321,indie punk
99,2021-03-14 03:11,Jeff Rosenstock,Planet Luxury,16198,Jeff Rosenstock - Planet Luxury,0.994,-4.572,0.321,indie rock
99,2021-03-14 03:11,Jeff Rosenstock,Planet Luxury,16198,Jeff Rosenstock - Planet Luxury,0.994,-4.572,0.321,modern power pop
100,2021-03-14 03:11,Vacations,Home,145666,Vacations - Home,0.671,-5.439,0.643,newcastle nsw indie
101,2021-03-14 03:15,Dr. Dog,The Way the Lazy Do,217106,Dr. Dog - The Way the Lazy Do,0.586,-6.102,0.574,indie folk
101,2021-03-14 03:15,Dr. Dog,The Way the Lazy Do,217106,Dr. Dog - The Way the Lazy Do,0.586,-6.102,0.574,indie rock
101,2021-03-14 03:15,Dr. Dog,The Way the Lazy Do,217106,Dr. Dog - The Way the Lazy Do,0.586,-6.102,0.574,modern folk rock
101,2021-03-14 03:15,Dr. Dog,The Way the Lazy Do,217106,Dr. Dog - The Way the Lazy Do,0.586,-6.102,0.574,modern rock
101,2021-03-14 03:15,Dr. Dog,The Way the Lazy Do,217106,Dr. Dog - The Way the Lazy Do,0.586,-6.102,0.574,philly indie
101,2021-03-14 03:15,Dr. Dog,The Way the Lazy Do,217106,Dr. Dog - The Way the Lazy Do,0.586,-6.102,0.574,stomp and holler
102,2021-03-14 03:19,Poolside,Hot In The Shade,233196,Poolside - Hot In The Shade,0.511,-10.66,0.791,alternative dance
102,2021-03-14 03:19,Poolside,Hot In The Shade,233196,Poolside - Hot In The Shade,0.511,-10.66,0.791,indie soul
102,2021-03-14 03:19,Poolside,Hot In The Shade,233196,Poolside - Hot In The Shade,0.511,-10.66,0.791,nu disco
103,2021-03-14 03:22,Jay Som,The Bus Song,216906,Jay Som - The Bus Song,0.511,-6.741,0.448,art pop
103,2021-03-14 03:22,Jay Som,The Bus Song,216906,Jay Som - The Bus Song,0.511,-6.741,0.448,bay area indie
103,2021-03-14 03:22,Jay Som,The Bus Song,216906,Jay Som - The Bus Song,0.511,-6.741,0.448,bubblegrunge
103,2021-03-14 03:22,Jay Som,The Bus Song,216906,Jay Som - The Bus Song,0.511,-6.741,0.448,indie pop
103,2021-03-14 03:22,Jay Som,The Bus Song,216906,Jay Som - The Bus Song,0.511,-6.741,0.448,indie rock
103,2021-03-14 03:22,Jay Som,The Bus Song,216906,Jay Som - The Bus Song,0.511,-6.741,0.448,oakland indie
103,2021-03-14 03:22,Jay Som,The Bus Song,216906,Jay Som - The Bus Song,0.511,-6.741,0.448,small room
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,alternative hip hop
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,conscious hip hop
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,east coast hip hop
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,gangster rap
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,hardcore hip hop
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,hip hop
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,rap
104,2021-03-14 03:23,Mos Def,Climb,13178,Mos Def - Climb,0.566,-10.106,0.391,southern hip hop
105,2021-03-14 03:23,Big Thief,Shark Smile,1440,Big Thief - Shark Smile,0.737,-9.31,0.688,art pop
105,2021-03-14 03:23,Big Thief,Shark Smile,1440,Big Thief - Shark Smile,0.737,-9.31,0.688,brooklyn indie
105,2021-03-14 03:23,Big Thief,Shark Smile,1440,Big Thief - Shark Smile,0.737,-9.31,0.688,indie folk
105,2021-03-14 03:23,Big Thief,Shark Smile,1440,Big Thief - Shark Smile,0.737,-9.31,0.688,indie pop
105,2021-03-14 03:23,Big Thief,Shark Smile,1440,Big Thief - Shark Smile,0.737,-9.31,0.688,indie rock
105,2021-03-14 03:23,Big Thief,Shark Smile,1440,Big Thief - Shark Smile,0.737,-9.31,0.688,small room
106,2021-03-14 03:26,Sinkane,Moonstruck,184786,Sinkane - Moonstruck,0.682,-7.668,0.573,sudanese pop
107,2021-03-14 03:29,Allen Toussaint,Southern Nights,210320,Allen Toussaint - Southern Nights,0.361,-12.958,0.611,funk
107,2021-03-14 03:29,Allen Toussaint,Southern Nights,210320,Allen Toussaint - Southern Nights,0.361,-12.958,0.611,louisiana blues
107,2021-03-14 03:29,Allen Toussaint,Southern Nights,210320,Allen Toussaint - Southern Nights,0.361,-12.958,0.611,new orleans blues
107,2021-03-14 03:29,Allen Toussaint,Southern Nights,210320,Allen Toussaint - Southern Nights,0.361,-12.958,0.611,rock keyboard
107,2021-03-14 03:29,Allen Toussaint,Southern Nights,210320,Allen Toussaint - Southern Nights,0.361,-12.958,0.611,roots rock
107,2021-03-14 03:29,Allen Toussaint,Southern Nights,210320,Allen Toussaint - Southern Nights,0.361,-12.958,0.611,soul
107,2021-03-14 03:29,Allen Toussaint,Southern Nights,210320,Allen Toussaint - Southern Nights,0.361,-12.958,0.611,southern soul
108,2021-03-14 03:30,A. G. Cook,Being Harsh,63445,A. G. Cook - Being Harsh,0.162,-15.891,0.588,art pop
108,2021-03-14 03:30,A. G. Cook,Being Harsh,63445,A. G. Cook - Being Harsh,0.162,-15.891,0.588,electropop
108,2021-03-14 03:30,A. G. Cook,Being Harsh,63445,A. G. Cook - Being Harsh,0.162,-15.891,0.588,escape room
108,2021-03-14 03:30,A. G. Cook,Being Harsh,63445,A. G. Cook - Being Harsh,0.162,-15.891,0.588,hyperpop
108,2021-03-14 03:30,A. G. Cook,Being Harsh,63445,A. G. Cook - Being Harsh,0.162,-15.891,0.588,proto-hyperpop
110,2021-03-14 03:34,Courtney Barnett,Dead Fox,213080,Courtney Barnett - Dead Fox,0.69,-5.938,0.574,art pop
110,2021-03-14 03:34,Courtney Barnett,Dead Fox,213080,Courtney Barnett - Dead Fox,0.69,-5.938,0.574,australian indie
110,2021-03-14 03:34,Courtney Barnett,Dead Fox,213080,Courtney Barnett - Dead Fox,0.69,-5.938,0.574,indie pop
110,2021-03-14 03:34,Courtney Barnett,Dead Fox,213080,Courtney Barnett - Dead Fox,0.69,-5.938,0.574,indie rock
110,2021-03-14 03:34,Courtney Barnett,Dead Fox,213080,Courtney Barnett - Dead Fox,0.69,-5.938,0.574,melbourne indie
111,2021-03-14 03:36,Forth Wanderers,Be My Baby,144282,Forth Wanderers - Be My Baby,0.254,-11.985,0.46,bubblegrunge
111,2021-03-14 03:36,Forth Wanderers,Be My Baby,144282,Forth Wanderers - Be My Baby,0.254,-11.985,0.46,new jersey indie
114,2021-03-14 03:39,Christopher Owens,Me Oh My,165477,Christopher Owens - Me Oh My,0.667,-7.615,0.539,bay area indie
118,2021-03-14 03:57,Dr. Dog,Get Away,240733,Dr. Dog - Get Away,0.744,-5.284,0.428,indie folk
118,2021-03-14 03:57,Dr. Dog,Get Away,240733,Dr. Dog - Get Away,0.744,-5.284,0.428,indie rock
118,2021-03-14 03:57,Dr. Dog,Get Away,240733,Dr. Dog - Get Away,0.744,-5.284,0.428,modern folk rock
118,2021-03-14 03:57,Dr. Dog,Get Away,240733,Dr. Dog - Get Away,0.744,-5.284,0.428,modern rock
118,2021-03-14 03:57,Dr. Dog,Get Away,240733,Dr. Dog - Get Away,0.744,-5.284,0.428,philly indie
118,2021-03-14 03:57,Dr. Dog,Get Away,240733,Dr. Dog - Get Away,0.744,-5.284,0.428,stomp and holler
119,2021-03-14 04:00,Jeffrey Martin,Grower of Trees,210306,Jeffrey Martin - Grower of Trees,0.0592,-14.926,0.375,deep new americana
119,2021-03-14 04:00,Jeffrey Martin,Grower of Trees,210306,Jeffrey Martin - Grower of Trees,0.0592,-14.926,0.375,indie folk
119,2021-03-14 04:00,Jeffrey Martin,Grower of Trees,210306,Jeffrey Martin - Grower of Trees,0.0592,-14.926,0.375,new americana
119,2021-03-14 04:00,Jeffrey Martin,Grower of Trees,210306,Jeffrey Martin - Grower of Trees,0.0592,-14.926,0.375,stomp and holler
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,alternative hip hop
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,conscious hip hop
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,east coast hip hop
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,gangster rap
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,hardcore hip hop
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,hip hop
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,rap
120,2021-03-14 04:01,Mos Def,Mathematics,1845,Mos Def - Mathematics,0.749,-6.132,0.753,southern hip hop
121,2021-03-14 04:01,Dr. Dog,"Over Here, Over There",1503,"Dr. Dog - Over Here, Over There",0.879,-4.632,0.286,indie folk
121,2021-03-14 04:01,Dr. Dog,"Over Here, Over There",1503,"Dr. Dog - Over Here, Over There",0.879,-4.632,0.286,indie rock
121,2021-03-14 04:01,Dr. Dog,"Over Here, Over There",1503,"Dr. Dog - Over Here, Over There",0.879,-4.632,0.286,modern folk rock
121,2021-03-14 04:01,Dr. Dog,"Over Here, Over There",1503,"Dr. Dog - Over Here, Over There",0.879,-4.632,0.286,modern rock
121,2021-03-14 04:01,Dr. Dog,"Over Here, Over There",1503,"Dr. Dog - Over Here, Over There",0.879,-4.632,0.286,philly indie
121,2021-03-14 04:01,Dr. Dog,"Over Here, Over There",1503,"Dr. Dog - Over Here, Over There",0.879,-4.632,0.286,stomp and holler
122,2021-03-14 04:01,Fox Academy,mourning song,39150,Fox Academy - mourning song,0.256,-14.257,0.26,indie garage rock
122,2021-03-14 04:01,Fox Academy,mourning song,39150,Fox Academy - mourning song,0.256,-14.257,0.26,indie pop
122,2021-03-14 04:01,Fox Academy,mourning song,39150,Fox Academy - mourning song,0.256,-14.257,0.26,lo-fi indie
123,2021-03-14 04:01,Steelism,The Henchman / The Buffalo,3040,Steelism - The Henchman / The Buffalo,0.655,-8.761,0.34,nashville indie
123,2021-03-14 04:01,Steelism,The Henchman / The Buffalo,3040,Steelism - The Henchman / The Buffalo,0.655,-8.761,0.34,steel guitar
124,2021-03-14 04:01,Big Thief,Objects,1333,Big Thief - Objects,0.486,-10.358,0.677,art pop
124,2021-03-14 04:01,Big Thief,Objects,1333,Big Thief - Objects,0.486,-10.358,0.677,brooklyn indie
124,2021-03-14 04:01,Big Thief,Objects,1333,Big Thief - Objects,0.486,-10.358,0.677,indie folk
124,2021-03-14 04:01,Big Thief,Objects,1333,Big Thief - Objects,0.486,-10.358,0.677,indie pop
124,2021-03-14 04:01,Big Thief,Objects,1333,Big Thief - Objects,0.486,-10.358,0.677,indie rock
124,2021-03-14 04:01,Big Thief,Objects,1333,Big Thief - Objects,0.486,-10.358,0.677,small room
125,2021-03-14 04:01,MorMor,Heaven's Only Wishful,1493,MorMor - Heaven's Only Wishful,0.55,-5.748,0.785,canadian contemporary r&b
126,2021-03-14 04:03,Karriem Riggins,Bahia Dreamin’,130635,Karriem Riggins - Bahia Dreamin’,0.649,-10.455,0.418,alternative hip hop
126,2021-03-14 04:03,Karriem Riggins,Bahia Dreamin’,130635,Karriem Riggins - Bahia Dreamin’,0.649,-10.455,0.418,indie jazz
126,2021-03-14 04:03,Karriem Riggins,Bahia Dreamin’,130635,Karriem Riggins - Bahia Dreamin’,0.649,-10.455,0.418,wonky
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,alternative dance
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,alternative rock
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,baroque pop
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,canadian indie
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,canadian rock
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,chillwave
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,indie folk
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,indie pop
127,2021-03-14 04:05,Broken Social Scene,Finish Your Collapse And Stay For Breakfast,84413,Broken Social Scene - Finish Your Collapse And Stay For Breakfast,0.669,-16.506,0.264,indie rock
